L_m,Ri_mm,Th_mm
1.000,10.000,2.000
1.000,10.000,3.000
1.000,10.000,5.500
1.000,10.000,10.000
1.000,10.000,16.500
1.000,10.000,24.500
1.000,10.000,34.500
1.000,10.000,46.000
1.000,10.000,60.000
1.000,10.000,75.000
1.000,10.000,92.000
1.000,10.000,111.000
1.000,10.000,132.000
1.000,10.000,154.500
1.000,10.000,179.000
1.000,10.000,205.000
1.000,10.000,233.000
1.000,10.000,263.000
1.000,10.000,294.500
1.000,10.000,328.000
1.000,10.000,363.000
1.000,10.000,400.000
1.000,105.000,2.000
1.000,105.000,3.000
1.000,105.000,5.500
1.000,105.000,10.000
1.000,105.000,16.500
1.000,105.000,24.500
1.000,105.000,34.500
1.000,105.000,46.000
1.000,105.000,60.000
1.000,105.000,75.000
1.000,105.000,92.000
1.000,105.000,111.000
1.000,105.000,132.000
1.000,105.000,154.500
1.000,105.000,179.000
1.000,105.000,205.000
1.000,105.000,233.000
1.000,105.000,263.000
1.000,105.000,294.500
1.000,105.000,328.000
1.000,105.000,363.000
1.000,105.000,400.000
1.000,196.000,2.000
1.000,196.000,3.000
1.000,196.000,5.500
1.000,196.000,10.000
1.000,196.000,16.500
1.000,196.000,24.500
1.000,196.000,34.500
1.000,196.000,46.000
1.000,196.000,60.000
1.000,196.000,75.000
1.000,196.000,92.000
1.000,196.000,111.000
1.000,196.000,132.000
1.000,196.000,154.500
1.000,196.000,179.000
1.000,196.000,205.000
1.000,196.000,233.000
1.000,196.000,263.000
1.000,196.000,294.500
1.000,196.000,328.000
1.000,196.000,363.000
1.000,196.000,400.000
1.000,284.000,2.000
1.000,284.000,3.000
1.000,284.000,5.500
1.000,284.000,10.000
1.000,284.000,16.500
1.000,284.000,24.500
1.000,284.000,34.500
1.000,284.000,46.000
1.000,284.000,60.000
1.000,284.000,75.000
1.000,284.000,92.000
1.000,284.000,111.000
1.000,284.000,132.000
1.000,284.000,154.500
1.000,284.000,179.000
1.000,284.000,205.000
1.000,284.000,233.000
1.000,284.000,263.000
1.000,284.000,294.500
1.000,284.000,328.000
1.000,284.000,363.000
1.000,284.000,400.000
1.000,370.000,2.000
1.000,370.000,3.000
1.000,370.000,5.500
1.000,370.000,10.000
1.000,370.000,16.500
1.000,370.000,24.500
1.000,370.000,34.500
1.000,370.000,46.000
1.000,370.000,60.000
1.000,370.000,75.000
1.000,370.000,92.000
1.000,370.000,111.000
1.000,370.000,132.000
1.000,370.000,154.500
1.000,370.000,179.000
1.000,370.000,205.000
1.000,370.000,233.000
1.000,370.000,263.000
1.000,370.000,294.500
1.000,370.000,328.000
1.000,370.000,363.000
1.000,370.000,400.000
1.000,452.000,2.000
1.000,452.000,3.000
1.000,452.000,5.500
1.000,452.000,10.000
1.000,452.000,16.500
1.000,452.000,24.500
1.000,452.000,34.500
1.000,452.000,46.000
1.000,452.000,60.000
1.000,452.000,75.000
1.000,452.000,92.000
1.000,452.000,111.000
1.000,452.000,132.000
1.000,452.000,154.500
1.000,452.000,179.000
1.000,452.000,205.000
1.000,452.000,233.000
1.000,452.000,263.000
1.000,452.000,294.500
1.000,452.000,328.000
1.000,452.000,363.000
1.000,452.000,400.000
1.000,531.000,2.000
1.000,531.000,3.000
1.000,531.000,5.500
1.000,531.000,10.000
1.000,531.000,16.500
1.000,531.000,24.500
1.000,531.000,34.500
1.000,531.000,46.000
1.000,531.000,60.000
1.000,531.000,75.000
1.000,531.000,92.000
1.000,531.000,111.000
1.000,531.000,132.000
1.000,531.000,154.500
1.000,531.000,179.000
1.000,531.000,205.000
1.000,531.000,233.000
1.000,531.000,263.000
1.000,531.000,294.500
1.000,531.000,328.000
1.000,531.000,363.000
1.000,531.000,400.000
1.000,607.000,2.000
1.000,607.000,3.000
1.000,607.000,5.500
1.000,607.000,10.000
1.000,607.000,16.500
1.000,607.000,24.500
1.000,607.000,34.500
1.000,607.000,46.000
1.000,607.000,60.000
1.000,607.000,75.000
1.000,607.000,92.000
1.000,607.000,111.000
1.000,607.000,132.000
1.000,607.000,154.500
1.000,607.000,179.000
1.000,607.000,205.000
1.000,607.000,233.000
1.000,607.000,263.000
1.000,607.000,294.500
1.000,607.000,328.000
1.000,607.000,363.000
1.000,607.000,400.000
1.000,680.000,2.000
1.000,680.000,3.000
1.000,680.000,5.500
1.000,680.000,10.000
1.000,680.000,16.500
1.000,680.000,24.500
1.000,680.000,34.500
1.000,680.000,46.000
1.000,680.000,60.000
1.000,680.000,75.000
1.000,680.000,92.000
1.000,680.000,111.000
1.000,680.000,132.000
1.000,680.000,154.500
1.000,680.000,179.000
1.000,680.000,205.000
1.000,680.000,233.000
1.000,680.000,263.000
1.000,680.000,294.500
1.000,680.000,328.000
1.000,680.000,363.000
1.000,680.000,400.000
1.000,750.000,2.000
1.000,750.000,3.000
1.000,750.000,5.500
1.000,750.000,10.000
1.000,750.000,16.500
1.000,750.000,24.500
1.000,750.000,34.500
1.000,750.000,46.000
1.000,750.000,60.000
1.000,750.000,75.000
1.000,750.000,92.000
1.000,750.000,111.000
1.000,750.000,132.000
1.000,750.000,154.500
1.000,750.000,179.000
1.000,750.000,205.000
1.000,750.000,233.000
1.000,750.000,263.000
1.000,750.000,294.500
1.000,750.000,328.000
1.000,750.000,363.000
1.000,750.000,400.000
1.000,816.000,2.000
1.000,816.000,3.000
1.000,816.000,5.500
1.000,816.000,10.000
1.000,816.000,16.500
1.000,816.000,24.500
1.000,816.000,34.500
1.000,816.000,46.000
1.000,816.000,60.000
1.000,816.000,75.000
1.000,816.000,92.000
1.000,816.000,111.000
1.000,816.000,132.000
1.000,816.000,154.500
1.000,816.000,179.000
1.000,816.000,205.000
1.000,816.000,233.000
1.000,816.000,263.000
1.000,816.000,294.500
1.000,816.000,328.000
1.000,816.000,363.000
1.000,816.000,400.000
1.000,880.000,2.000
1.000,880.000,3.000
1.000,880.000,5.500
1.000,880.000,10.000
1.000,880.000,16.500
1.000,880.000,24.500
1.000,880.000,34.500
1.000,880.000,46.000
1.000,880.000,60.000
1.000,880.000,75.000
1.000,880.000,92.000
1.000,880.000,111.000
1.000,880.000,132.000
1.000,880.000,154.500
1.000,880.000,179.000
1.000,880.000,205.000
1.000,880.000,233.000
1.000,880.000,263.000
1.000,880.000,294.500
1.000,880.000,328.000
1.000,880.000,363.000
1.000,880.000,400.000
1.000,940.000,2.000
1.000,940.000,3.000
1.000,940.000,5.500
1.000,940.000,10.000
1.000,940.000,16.500
1.000,940.000,24.500
1.000,940.000,34.500
1.000,940.000,46.000
1.000,940.000,60.000
1.000,940.000,75.000
1.000,940.000,92.000
1.000,940.000,111.000
1.000,940.000,132.000
1.000,940.000,154.500
1.000,940.000,179.000
1.000,940.000,205.000
1.000,940.000,233.000
1.000,940.000,263.000
1.000,940.000,294.500
1.000,940.000,328.000
1.000,940.000,363.000
1.000,940.000,400.000
1.000,998.000,2.000
1.000,998.000,3.000
1.000,998.000,5.500
1.000,998.000,10.000
1.000,998.000,16.500
1.000,998.000,24.500
1.000,998.000,34.500
1.000,998.000,46.000
1.000,998.000,60.000
1.000,998.000,75.000
1.000,998.000,92.000
1.000,998.000,111.000
1.000,998.000,132.000
1.000,998.000,154.500
1.000,998.000,179.000
1.000,998.000,205.000
1.000,998.000,233.000
1.000,998.000,263.000
1.000,998.000,294.500
1.000,998.000,328.000
1.000,998.000,363.000
1.000,998.000,400.000
1.000,1052.000,2.000
1.000,1052.000,3.000
1.000,1052.000,5.500
1.000,1052.000,10.000
1.000,1052.000,16.500
1.000,1052.000,24.500
1.000,1052.000,34.500
1.000,1052.000,46.000
1.000,1052.000,60.000
1.000,1052.000,75.000
1.000,1052.000,92.000
1.000,1052.000,111.000
1.000,1052.000,132.000
1.000,1052.000,154.500
1.000,1052.000,179.000
1.000,1052.000,205.000
1.000,1052.000,233.000
1.000,1052.000,263.000
1.000,1052.000,294.500
1.000,1052.000,328.000
1.000,1052.000,363.000
1.000,1052.000,400.000
1.000,1103.000,2.000
1.000,1103.000,3.000
1.000,1103.000,5.500
1.000,1103.000,10.000
1.000,1103.000,16.500
1.000,1103.000,24.500
1.000,1103.000,34.500
1.000,1103.000,46.000
1.000,1103.000,60.000
1.000,1103.000,75.000
1.000,1103.000,92.000
1.000,1103.000,111.000
1.000,1103.000,132.000
1.000,1103.000,154.500
1.000,1103.000,179.000
1.000,1103.000,205.000
1.000,1103.000,233.000
1.000,1103.000,263.000
1.000,1103.000,294.500
1.000,1103.000,328.000
1.000,1103.000,363.000
1.000,1103.000,400.000
1.000,1151.000,2.000
1.000,1151.000,3.000
1.000,1151.000,5.500
1.000,1151.000,10.000
1.000,1151.000,16.500
1.000,1151.000,24.500
1.000,1151.000,34.500
1.000,1151.000,46.000
1.000,1151.000,60.000
1.000,1151.000,75.000
1.000,1151.000,92.000
1.000,1151.000,111.000
1.000,1151.000,132.000
1.000,1151.000,154.500
1.000,1151.000,179.000
1.000,1151.000,205.000
1.000,1151.000,233.000
1.000,1151.000,263.000
1.000,1151.000,294.500
1.000,1151.000,328.000
1.000,1151.000,363.000
1.000,1151.000,400.000
1.000,1196.000,2.000
1.000,1196.000,3.000
1.000,1196.000,5.500
1.000,1196.000,10.000
1.000,1196.000,16.500
1.000,1196.000,24.500
1.000,1196.000,34.500
1.000,1196.000,46.000
1.000,1196.000,60.000
1.000,1196.000,75.000
1.000,1196.000,92.000
1.000,1196.000,111.000
1.000,1196.000,132.000
1.000,1196.000,154.500
1.000,1196.000,179.000
1.000,1196.000,205.000
1.000,1196.000,233.000
1.000,1196.000,263.000
1.000,1196.000,294.500
1.000,1196.000,328.000
1.000,1196.000,363.000
1.000,1196.000,400.000
1.000,1238.000,2.000
1.000,1238.000,3.000
1.000,1238.000,5.500
1.000,1238.000,10.000
1.000,1238.000,16.500
1.000,1238.000,24.500
1.000,1238.000,34.500
1.000,1238.000,46.000
1.000,1238.000,60.000
1.000,1238.000,75.000
1.000,1238.000,92.000
1.000,1238.000,111.000
1.000,1238.000,132.000
1.000,1238.000,154.500
1.000,1238.000,179.000
1.000,1238.000,205.000
1.000,1238.000,233.000
1.000,1238.000,263.000
1.000,1238.000,294.500
1.000,1238.000,328.000
1.000,1238.000,363.000
1.000,1238.000,400.000
1.000,1277.000,2.000
1.000,1277.000,3.000
1.000,1277.000,5.500
1.000,1277.000,10.000
1.000,1277.000,16.500
1.000,1277.000,24.500
1.000,1277.000,34.500
1.000,1277.000,46.000
1.000,1277.000,60.000
1.000,1277.000,75.000
1.000,1277.000,92.000
1.000,1277.000,111.000
1.000,1277.000,132.000
1.000,1277.000,154.500
1.000,1277.000,179.000
1.000,1277.000,205.000
1.000,1277.000,233.000
1.000,1277.000,263.000
1.000,1277.000,294.500
1.000,1277.000,328.000
1.000,1277.000,363.000
1.000,1277.000,400.000
1.000,1312.000,2.000
1.000,1312.000,3.000
1.000,1312.000,5.500
1.000,1312.000,10.000
1.000,1312.000,16.500
1.000,1312.000,24.500
1.000,1312.000,34.500
1.000,1312.000,46.000
1.000,1312.000,60.000
1.000,1312.000,75.000
1.000,1312.000,92.000
1.000,1312.000,111.000
1.000,1312.000,132.000
1.000,1312.000,154.500
1.000,1312.000,179.000
1.000,1312.000,205.000
1.000,1312.000,233.000
1.000,1312.000,263.000
1.000,1312.000,294.500
1.000,1312.000,328.000
1.000,1312.000,363.000
1.000,1312.000,400.000
1.000,1345.000,2.000
1.000,1345.000,3.000
1.000,1345.000,5.500
1.000,1345.000,10.000
1.000,1345.000,16.500
1.000,1345.000,24.500
1.000,1345.000,34.500
1.000,1345.000,46.000
1.000,1345.000,60.000
1.000,1345.000,75.000
1.000,1345.000,92.000
1.000,1345.000,111.000
1.000,1345.000,132.000
1.000,1345.000,154.500
1.000,1345.000,179.000
1.000,1345.000,205.000
1.000,1345.000,233.000
1.000,1345.000,263.000
1.000,1345.000,294.500
1.000,1345.000,328.000
1.000,1345.000,363.000
1.000,1345.000,400.000
1.000,1374.000,2.000
1.000,1374.000,3.000
1.000,1374.000,5.500
1.000,1374.000,10.000
1.000,1374.000,16.500
1.000,1374.000,24.500
1.000,1374.000,34.500
1.000,1374.000,46.000
1.000,1374.000,60.000
1.000,1374.000,75.000
1.000,1374.000,92.000
1.000,1374.000,111.000
1.000,1374.000,132.000
1.000,1374.000,154.500
1.000,1374.000,179.000
1.000,1374.000,205.000
1.000,1374.000,233.000
1.000,1374.000,263.000
1.000,1374.000,294.500
1.000,1374.000,328.000
1.000,1374.000,363.000
1.000,1374.000,400.000
1.000,1401.000,2.000
1.000,1401.000,3.000
1.000,1401.000,5.500
1.000,1401.000,10.000
1.000,1401.000,16.500
1.000,1401.000,24.500
1.000,1401.000,34.500
1.000,1401.000,46.000
1.000,1401.000,60.000
1.000,1401.000,75.000
1.000,1401.000,92.000
1.000,1401.000,111.000
1.000,1401.000,132.000
1.000,1401.000,154.500
1.000,1401.000,179.000
1.000,1401.000,205.000
1.000,1401.000,233.000
1.000,1401.000,263.000
1.000,1401.000,294.500
1.000,1401.000,328.000
1.000,1401.000,363.000
1.000,1401.000,400.000
1.000,1424.000,2.000
1.000,1424.000,3.000
1.000,1424.000,5.500
1.000,1424.000,10.000
1.000,1424.000,16.500
1.000,1424.000,24.500
1.000,1424.000,34.500
1.000,1424.000,46.000
1.000,1424.000,60.000
1.000,1424.000,75.000
1.000,1424.000,92.000
1.000,1424.000,111.000
1.000,1424.000,132.000
1.000,1424.000,154.500
1.000,1424.000,179.000
1.000,1424.000,205.000
1.000,1424.000,233.000
1.000,1424.000,263.000
1.000,1424.000,294.500
1.000,1424.000,328.000
1.000,1424.000,363.000
1.000,1424.000,400.000
1.000,1444.000,2.000
1.000,1444.000,3.000
1.000,1444.000,5.500
1.000,1444.000,10.000
1.000,1444.000,16.500
1.000,1444.000,24.500
1.000,1444.000,34.500
1.000,1444.000,46.000
1.000,1444.000,60.000
1.000,1444.000,75.000
1.000,1444.000,92.000
1.000,1444.000,111.000
1.000,1444.000,132.000
1.000,1444.000,154.500
1.000,1444.000,179.000
1.000,1444.000,205.000
1.000,1444.000,233.000
1.000,1444.000,263.000
1.000,1444.000,294.500
1.000,1444.000,328.000
1.000,1444.000,363.000
1.000,1444.000,400.000
1.000,1461.000,2.000
1.000,1461.000,3.000
1.000,1461.000,5.500
1.000,1461.000,10.000
1.000,1461.000,16.500
1.000,1461.000,24.500
1.000,1461.000,34.500
1.000,1461.000,46.000
1.000,1461.000,60.000
1.000,1461.000,75.000
1.000,1461.000,92.000
1.000,1461.000,111.000
1.000,1461.000,132.000
1.000,1461.000,154.500
1.000,1461.000,179.000
1.000,1461.000,205.000
1.000,1461.000,233.000
1.000,1461.000,263.000
1.000,1461.000,294.500
1.000,1461.000,328.000
1.000,1461.000,363.000
1.000,1461.000,400.000
1.000,1475.000,2.000
1.000,1475.000,3.000
1.000,1475.000,5.500
1.000,1475.000,10.000
1.000,1475.000,16.500
1.000,1475.000,24.500
1.000,1475.000,34.500
1.000,1475.000,46.000
1.000,1475.000,60.000
1.000,1475.000,75.000
1.000,1475.000,92.000
1.000,1475.000,111.000
1.000,1475.000,132.000
1.000,1475.000,154.500
1.000,1475.000,179.000
1.000,1475.000,205.000
1.000,1475.000,233.000
1.000,1475.000,263.000
1.000,1475.000,294.500
1.000,1475.000,328.000
1.000,1475.000,363.000
1.000,1475.000,400.000
1.000,1486.000,2.000
1.000,1486.000,3.000
1.000,1486.000,5.500
1.000,1486.000,10.000
1.000,1486.000,16.500
1.000,1486.000,24.500
1.000,1486.000,34.500
1.000,1486.000,46.000
1.000,1486.000,60.000
1.000,1486.000,75.000
1.000,1486.000,92.000
1.000,1486.000,111.000
1.000,1486.000,132.000
1.000,1486.000,154.500
1.000,1486.000,179.000
1.000,1486.000,205.000
1.000,1486.000,233.000
1.000,1486.000,263.000
1.000,1486.000,294.500
1.000,1486.000,328.000
1.000,1486.000,363.000
1.000,1486.000,400.000
1.000,1494.000,2.000
1.000,1494.000,3.000
1.000,1494.000,5.500
1.000,1494.000,10.000
1.000,1494.000,16.500
1.000,1494.000,24.500
1.000,1494.000,34.500
1.000,1494.000,46.000
1.000,1494.000,60.000
1.000,1494.000,75.000
1.000,1494.000,92.000
1.000,1494.000,111.000
1.000,1494.000,132.000
1.000,1494.000,154.500
1.000,1494.000,179.000
1.000,1494.000,205.000
1.000,1494.000,233.000
1.000,1494.000,263.000
1.000,1494.000,294.500
1.000,1494.000,328.000
1.000,1494.000,363.000
1.000,1494.000,400.000
1.000,1498.000,2.000
1.000,1498.000,3.000
1.000,1498.000,5.500
1.000,1498.000,10.000
1.000,1498.000,16.500
1.000,1498.000,24.500
1.000,1498.000,34.500
1.000,1498.000,46.000
1.000,1498.000,60.000
1.000,1498.000,75.000
1.000,1498.000,92.000
1.000,1498.000,111.000
1.000,1498.000,132.000
1.000,1498.000,154.500
1.000,1498.000,179.000
1.000,1498.000,205.000
1.000,1498.000,233.000
1.000,1498.000,263.000
1.000,1498.000,294.500
1.000,1498.000,328.000
1.000,1498.000,363.000
1.000,1498.000,400.000
1.000,1500.000,2.000
1.000,1500.000,3.000
1.000,1500.000,5.500
1.000,1500.000,10.000
1.000,1500.000,16.500
1.000,1500.000,24.500
1.000,1500.000,34.500
1.000,1500.000,46.000
1.000,1500.000,60.000
1.000,1500.000,75.000
1.000,1500.000,92.000
1.000,1500.000,111.000
1.000,1500.000,132.000
1.000,1500.000,154.500
1.000,1500.000,179.000
1.000,1500.000,205.000
1.000,1500.000,233.000
1.000,1500.000,263.000
1.000,1500.000,294.500
1.000,1500.000,328.000
1.000,1500.000,363.000
1.000,1500.000,400.000
2.000,10.000,2.000
2.000,10.000,3.000
2.000,10.000,5.500
2.000,10.000,10.000
2.000,10.000,16.500
2.000,10.000,24.500
2.000,10.000,34.500
2.000,10.000,46.000
2.000,10.000,60.000
2.000,10.000,75.000
2.000,10.000,92.000
2.000,10.000,111.000
2.000,10.000,132.000
2.000,10.000,154.500
2.000,10.000,179.000
2.000,10.000,205.000
2.000,10.000,233.000
2.000,10.000,263.000
2.000,10.000,294.500
2.000,10.000,328.000
2.000,10.000,363.000
2.000,10.000,400.000
2.000,105.000,2.000
2.000,105.000,3.000
2.000,105.000,5.500
2.000,105.000,10.000
2.000,105.000,16.500
2.000,105.000,24.500
2.000,105.000,34.500
2.000,105.000,46.000
2.000,105.000,60.000
2.000,105.000,75.000
2.000,105.000,92.000
2.000,105.000,111.000
2.000,105.000,132.000
2.000,105.000,154.500
2.000,105.000,179.000
2.000,105.000,205.000
2.000,105.000,233.000
2.000,105.000,263.000
2.000,105.000,294.500
2.000,105.000,328.000
2.000,105.000,363.000
2.000,105.000,400.000
2.000,196.000,2.000
2.000,196.000,3.000
2.000,196.000,5.500
2.000,196.000,10.000
2.000,196.000,16.500
2.000,196.000,24.500
2.000,196.000,34.500
2.000,196.000,46.000
2.000,196.000,60.000
2.000,196.000,75.000
2.000,196.000,92.000
2.000,196.000,111.000
2.000,196.000,132.000
2.000,196.000,154.500
2.000,196.000,179.000
2.000,196.000,205.000
2.000,196.000,233.000
2.000,196.000,263.000
2.000,196.000,294.500
2.000,196.000,328.000
2.000,196.000,363.000
2.000,196.000,400.000
2.000,284.000,2.000
2.000,284.000,3.000
2.000,284.000,5.500
2.000,284.000,10.000
2.000,284.000,16.500
2.000,284.000,24.500
2.000,284.000,34.500
2.000,284.000,46.000
2.000,284.000,60.000
2.000,284.000,75.000
2.000,284.000,92.000
2.000,284.000,111.000
2.000,284.000,132.000
2.000,284.000,154.500
2.000,284.000,179.000
2.000,284.000,205.000
2.000,284.000,233.000
2.000,284.000,263.000
2.000,284.000,294.500
2.000,284.000,328.000
2.000,284.000,363.000
2.000,284.000,400.000
2.000,370.000,2.000
2.000,370.000,3.000
2.000,370.000,5.500
2.000,370.000,10.000
2.000,370.000,16.500
2.000,370.000,24.500
2.000,370.000,34.500
2.000,370.000,46.000
2.000,370.000,60.000
2.000,370.000,75.000
2.000,370.000,92.000
2.000,370.000,111.000
2.000,370.000,132.000
2.000,370.000,154.500
2.000,370.000,179.000
2.000,370.000,205.000
2.000,370.000,233.000
2.000,370.000,263.000
2.000,370.000,294.500
2.000,370.000,328.000
2.000,370.000,363.000
2.000,370.000,400.000
2.000,452.000,2.000
2.000,452.000,3.000
2.000,452.000,5.500
2.000,452.000,10.000
2.000,452.000,16.500
2.000,452.000,24.500
2.000,452.000,34.500
2.000,452.000,46.000
2.000,452.000,60.000
2.000,452.000,75.000
2.000,452.000,92.000
2.000,452.000,111.000
2.000,452.000,132.000
2.000,452.000,154.500
2.000,452.000,179.000
2.000,452.000,205.000
2.000,452.000,233.000
2.000,452.000,263.000
2.000,452.000,294.500
2.000,452.000,328.000
2.000,452.000,363.000
2.000,452.000,400.000
2.000,531.000,2.000
2.000,531.000,3.000
2.000,531.000,5.500
2.000,531.000,10.000
2.000,531.000,16.500
2.000,531.000,24.500
2.000,531.000,34.500
2.000,531.000,46.000
2.000,531.000,60.000
2.000,531.000,75.000
2.000,531.000,92.000
2.000,531.000,111.000
2.000,531.000,132.000
2.000,531.000,154.500
2.000,531.000,179.000
2.000,531.000,205.000
2.000,531.000,233.000
2.000,531.000,263.000
2.000,531.000,294.500
2.000,531.000,328.000
2.000,531.000,363.000
2.000,531.000,400.000
2.000,607.000,2.000
2.000,607.000,3.000
2.000,607.000,5.500
2.000,607.000,10.000
2.000,607.000,16.500
2.000,607.000,24.500
2.000,607.000,34.500
2.000,607.000,46.000
2.000,607.000,60.000
2.000,607.000,75.000
2.000,607.000,92.000
2.000,607.000,111.000
2.000,607.000,132.000
2.000,607.000,154.500
2.000,607.000,179.000
2.000,607.000,205.000
2.000,607.000,233.000
2.000,607.000,263.000
2.000,607.000,294.500
2.000,607.000,328.000
2.000,607.000,363.000
2.000,607.000,400.000
2.000,680.000,2.000
2.000,680.000,3.000
2.000,680.000,5.500
2.000,680.000,10.000
2.000,680.000,16.500
2.000,680.000,24.500
2.000,680.000,34.500
2.000,680.000,46.000
2.000,680.000,60.000
2.000,680.000,75.000
2.000,680.000,92.000
2.000,680.000,111.000
2.000,680.000,132.000
2.000,680.000,154.500
2.000,680.000,179.000
2.000,680.000,205.000
2.000,680.000,233.000
2.000,680.000,263.000
2.000,680.000,294.500
2.000,680.000,328.000
2.000,680.000,363.000
2.000,680.000,400.000
2.000,750.000,2.000
2.000,750.000,3.000
2.000,750.000,5.500
2.000,750.000,10.000
2.000,750.000,16.500
2.000,750.000,24.500
2.000,750.000,34.500
2.000,750.000,46.000
2.000,750.000,60.000
2.000,750.000,75.000
2.000,750.000,92.000
2.000,750.000,111.000
2.000,750.000,132.000
2.000,750.000,154.500
2.000,750.000,179.000
2.000,750.000,205.000
2.000,750.000,233.000
2.000,750.000,263.000
2.000,750.000,294.500
2.000,750.000,328.000
2.000,750.000,363.000
2.000,750.000,400.000
2.000,816.000,2.000
2.000,816.000,3.000
2.000,816.000,5.500
2.000,816.000,10.000
2.000,816.000,16.500
2.000,816.000,24.500
2.000,816.000,34.500
2.000,816.000,46.000
2.000,816.000,60.000
2.000,816.000,75.000
2.000,816.000,92.000
2.000,816.000,111.000
2.000,816.000,132.000
2.000,816.000,154.500
2.000,816.000,179.000
2.000,816.000,205.000
2.000,816.000,233.000
2.000,816.000,263.000
2.000,816.000,294.500
2.000,816.000,328.000
2.000,816.000,363.000
2.000,816.000,400.000
2.000,880.000,2.000
2.000,880.000,3.000
2.000,880.000,5.500
2.000,880.000,10.000
2.000,880.000,16.500
2.000,880.000,24.500
2.000,880.000,34.500
2.000,880.000,46.000
2.000,880.000,60.000
2.000,880.000,75.000
2.000,880.000,92.000
2.000,880.000,111.000
2.000,880.000,132.000
2.000,880.000,154.500
2.000,880.000,179.000
2.000,880.000,205.000
2.000,880.000,233.000
2.000,880.000,263.000
2.000,880.000,294.500
2.000,880.000,328.000
2.000,880.000,363.000
2.000,880.000,400.000
2.000,940.000,2.000
2.000,940.000,3.000
2.000,940.000,5.500
2.000,940.000,10.000
2.000,940.000,16.500
2.000,940.000,24.500
2.000,940.000,34.500
2.000,940.000,46.000
2.000,940.000,60.000
2.000,940.000,75.000
2.000,940.000,92.000
2.000,940.000,111.000
2.000,940.000,132.000
2.000,940.000,154.500
2.000,940.000,179.000
2.000,940.000,205.000
2.000,940.000,233.000
2.000,940.000,263.000
2.000,940.000,294.500
2.000,940.000,328.000
2.000,940.000,363.000
2.000,940.000,400.000
2.000,998.000,2.000
2.000,998.000,3.000
2.000,998.000,5.500
2.000,998.000,10.000
2.000,998.000,16.500
2.000,998.000,24.500
2.000,998.000,34.500
2.000,998.000,46.000
2.000,998.000,60.000
2.000,998.000,75.000
2.000,998.000,92.000
2.000,998.000,111.000
2.000,998.000,132.000
2.000,998.000,154.500
2.000,998.000,179.000
2.000,998.000,205.000
2.000,998.000,233.000
2.000,998.000,263.000
2.000,998.000,294.500
2.000,998.000,328.000
2.000,998.000,363.000
2.000,998.000,400.000
2.000,1052.000,2.000
2.000,1052.000,3.000
2.000,1052.000,5.500
2.000,1052.000,10.000
2.000,1052.000,16.500
2.000,1052.000,24.500
2.000,1052.000,34.500
2.000,1052.000,46.000
2.000,1052.000,60.000
2.000,1052.000,75.000
2.000,1052.000,92.000
2.000,1052.000,111.000
2.000,1052.000,132.000
2.000,1052.000,154.500
2.000,1052.000,179.000
2.000,1052.000,205.000
2.000,1052.000,233.000
2.000,1052.000,263.000
2.000,1052.000,294.500
2.000,1052.000,328.000
2.000,1052.000,363.000
2.000,1052.000,400.000
2.000,1103.000,2.000
2.000,1103.000,3.000
2.000,1103.000,5.500
2.000,1103.000,10.000
2.000,1103.000,16.500
2.000,1103.000,24.500
2.000,1103.000,34.500
2.000,1103.000,46.000
2.000,1103.000,60.000
2.000,1103.000,75.000
2.000,1103.000,92.000
2.000,1103.000,111.000
2.000,1103.000,132.000
2.000,1103.000,154.500
2.000,1103.000,179.000
2.000,1103.000,205.000
2.000,1103.000,233.000
2.000,1103.000,263.000
2.000,1103.000,294.500
2.000,1103.000,328.000
2.000,1103.000,363.000
2.000,1103.000,400.000
2.000,1151.000,2.000
2.000,1151.000,3.000
2.000,1151.000,5.500
2.000,1151.000,10.000
2.000,1151.000,16.500
2.000,1151.000,24.500
2.000,1151.000,34.500
2.000,1151.000,46.000
2.000,1151.000,60.000
2.000,1151.000,75.000
2.000,1151.000,92.000
2.000,1151.000,111.000
2.000,1151.000,132.000
2.000,1151.000,154.500
2.000,1151.000,179.000
2.000,1151.000,205.000
2.000,1151.000,233.000
2.000,1151.000,263.000
2.000,1151.000,294.500
2.000,1151.000,328.000
2.000,1151.000,363.000
2.000,1151.000,400.000
2.000,1196.000,2.000
2.000,1196.000,3.000
2.000,1196.000,5.500
2.000,1196.000,10.000
2.000,1196.000,16.500
2.000,1196.000,24.500
2.000,1196.000,34.500
2.000,1196.000,46.000
2.000,1196.000,60.000
2.000,1196.000,75.000
2.000,1196.000,92.000
2.000,1196.000,111.000
2.000,1196.000,132.000
2.000,1196.000,154.500
2.000,1196.000,179.000
2.000,1196.000,205.000
2.000,1196.000,233.000
2.000,1196.000,263.000
2.000,1196.000,294.500
2.000,1196.000,328.000
2.000,1196.000,363.000
2.000,1196.000,400.000
2.000,1238.000,2.000
2.000,1238.000,3.000
2.000,1238.000,5.500
2.000,1238.000,10.000
2.000,1238.000,16.500
2.000,1238.000,24.500
2.000,1238.000,34.500
2.000,1238.000,46.000
2.000,1238.000,60.000
2.000,1238.000,75.000
2.000,1238.000,92.000
2.000,1238.000,111.000
2.000,1238.000,132.000
2.000,1238.000,154.500
2.000,1238.000,179.000
2.000,1238.000,205.000
2.000,1238.000,233.000
2.000,1238.000,263.000
2.000,1238.000,294.500
2.000,1238.000,328.000
2.000,1238.000,363.000
2.000,1238.000,400.000
2.000,1277.000,2.000
